name,class,rating,status,constituency,connection,officer,proposal,priority,zip,af14,af15,af16,af17,af18,cap14,cap15,cap16,cap17,cap18,city,state,latitude,longitude
"el-Fadel, Abdus Samad",1974,110000,Assessment,Alumn,Somewhat Connected,"el-Jaffer, Zaahira",500332,Professorship,97371,194,532,241,282,413,20000,20000,20000,10000,20000,Rickreall,OR,44.964115,-123.20681
"Shirley, Toby",1989,110000,Annual Fund Leadership,Alumn,Not Connected,NA,NA,,95209,438,471,464,455,453,20000,20000,20000,20000,20000,Stockton,CA,38.035499,-121.34378
"Crowghost, Larae",1969,100000,Annual Fund Leadership,Alumn,Somewhat Connected,"Barela, Audreana",NA,,79066,375,0,247,265,6,20000,20000,10000,20000,20000,Pampa,TX,35.533384,-100.956013
"Varghese, Allen",1974,110000,Not a Prospect,Alumn,Somewhat Connected,"al-Aboud, Mahdeeya",NA,,40348,268,250,362,240,310,20000,10000,20000,20000,20000,Millersburg,KY,38.302495,-84.14578
"Coston, Kadijah",2016,110000,Assessment,Alumn,Very Connected,NA,NA,,41139,240,333,112,416,172,20000,20000,20000,10000,20000,Flatwoods,KY,38.52032,-82.72175
"Sanchez-Martinez, Lauren",1956,100000,Annual Fund Leadership,Alumn,Connected,NA,NA,,45113,72,0,77,0,0,10000,10000,10000,20000,10000,Clarksville,OH,39.397066,-83.98239
"Cannon-Wright, Jameco",1976,110000,Cultivation,Alumn,Modestly Connected,NA,NA,,50055,210,590,81,453,312,10000,20000,20000,10000,20000,Collins,IA,41.880967,-93.29691
"Powley, Amanda",1990,100000,Annual Fund Leadership,Alumn,Modestly Connected,NA,NA,,35230,251,249,373,185,331,20000,10000,20000,20000,20000,Birmingham,AL,33.544622,-86.929208
"Leet, Kyle",1993,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,94627,92,14,0,64,0,10000,20000,10000,10000,20000,Oakland,CA,37.680181,-121.921498
"Nelson, Sheridan",2010,NA,NA,Alumn,Connected,NA,499913,Math/Science Center,44681,0,121,0,0,61,10000,10000,20000,10000,10000,Sugarcreek,OH,40.503332,-81.64879
"Williams, Marcus",1967,NA,NA,Alumn,Very Connected,NA,NA,,22234,0,78,0,0,66,10000,10000,20000,10000,10000,Arlington,VA,38.880811,-77.11295
"Feather, Caylin",1974,NA,NA,Alumn,Modestly Connected,NA,NA,,19814,113,49,106,73,77,10000,20000,10000,20000,10000,Newport,DE,39.713625,-75.596283
"Griffin, Marcus",1958,110000,Annual Fund Leadership,Alumn,Connected,"Barela, Audreana",500025,Unresistricted,07103,196,164,164,175,157,20000,20000,20000,20000,20000,Newark,NJ,40.738501,-74.19507
"Warren, Anna",1972,100000,Annual Fund Leadership,Alumn,Connected,NA,NA,,53079,76,70,208,0,173,20000,10000,20000,20000,10000,Saint Cloud,WI,43.808108,-88.18164
"Sinouansai, Balkarn",1978,110000,Assessment,Alumn,Connected,NA,NA,,83467,534,187,389,432,229,20000,20000,20000,20000,20000,Salmon,ID,45.101697,-113.90306
"Park, Richard",1968,110000,Solicitation,Alumn,Connected,"el-Jaffer, Zaahira",NA,,04241,0,0,0,0,0,10000,10000,10000,10000,10000,Lewiston,ME,44.197009,-70.239485
"Garcia, Chakara",1967,110000,Assessment,Alumn,Somewhat Connected,NA,500196,Athletics,07054,387,179,163,436,94,20000,20000,10000,20000,20000,Parsippany,NJ,40.860149,-74.4171
"al-Chahine, Farhaana",1974,100000,Annual Fund Leadership,Alumn,Modestly Connected,NA,NA,,29599,0,153,183,0,223,20000,10000,20000,20000,10000,Socastee,SC,33.694492,-79.011696
"Aquino, Jasmine",1969,100000,Not a Prospect,Alumn,Somewhat Connected,NA,NA,,88030,0,65,0,0,99,10000,10000,20000,10000,10000,Deming,NM,32.223023,-107.71282
"Perez, Camron",1960,100000,Not a Prospect,Alumn,Modestly Connected,"Barela, Audreana",499898,Athletics,59824,221,13,138,152,50,20000,20000,10000,20000,20000,Charlo,MT,47.425832,-114.17894
"al-Uddin, Adhraaa",NA,NA,NA,Parent,Connected,NA,NA,,22641,192,94,126,217,79,20000,20000,10000,20000,20000,Strasburg,VA,39.076317,-78.39617
"Sanchez, Eduardo",1992,110000,Solicitation,Alumn,Connected,NA,NA,,02662,263,271,153,307,184,20000,20000,20000,10000,20000,South Orleans,MA,41.756694,-69.984123
"Saindon, Sara",2009,110000,Assessment,Alumn,Modestly Connected,"Barela, Audreana",NA,,07310,6,204,32,20,151,10000,20000,20000,10000,20000,Jersey City,NJ,40.731901,-74.0402
"Smithey, Drake",2001,NA,NA,Alumn,Somewhat Connected,NA,NA,,18239,244,370,217,306,287,20000,20000,20000,20000,20000,Milnesville,PA,40.989783,-75.98173
"Mapa, Mark",2008,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,17333,177,0,14,108,0,10000,20000,10000,20000,10000,Hanover,PA,39.972985,-76.687826
"Marfil, Jason",1961,110000,Assessment,Alumn,Connected,"el-Jaffer, Zaahira",NA,,43260,471,394,366,460,344,20000,20000,20000,20000,20000,Columbus,OH,39.969036,-83.011389
"Benally, Elberta",1952,100000,Cultivation,Alumn,Connected,NA,NA,,02662,277,278,323,211,313,20000,20000,20000,20000,20000,South Orleans,MA,41.756694,-69.984123
"Fernelius, Jessika",1980,100000,Not a Prospect,Alumn,Somewhat Connected,NA,499884,Financial Aid,79369,201,0,166,108,27,20000,20000,10000,20000,10000,Spade,TX,33.91843,-102.15822
"al-Shehadeh, Amal",2002,NA,NA,Alumn,Somewhat Connected,NA,NA,,48602,178,69,271,102,177,20000,10000,20000,20000,10000,Saginaw,MI,43.423925,-83.97142
"Apineru, Kyle",2001,100000,Annual Fund Leadership,Alumn,Somewhat Connected,"Barela, Audreana",499636,Residence Hall,46402,0,0,0,0,0,10000,10000,10000,10000,10000,Gary,IN,41.601086,-87.33681
"Fletcher, Daniel",1996,NA,NA,Alumn,Very Connected,NA,NA,,25882,52,188,312,56,294,20000,10000,20000,20000,10000,Mullens,WV,37.596209,-81.38193
"Kong, Eileen",1984,NA,NA,Alumn,Connected,NA,NA,,40505,226,0,0,185,0,10000,20000,10000,10000,20000,Lexington,KY,38.058477,-84.46109
"Benton, Kyle",2010,NA,NA,Alumn,Somewhat Connected,NA,499698,Math/Science Center,74601,128,0,0,115,0,10000,20000,10000,10000,20000,Ponca City,OK,36.707393,-97.10167
"Hanna, Kyle",2006,100000,Not a Prospect,Alumn,Somewhat Connected,NA,NA,,16822,66,61,20,13,51,10000,20000,10000,10000,20000,Beech Creek,PA,41.092339,-77.60545
"Hu, Caleb",2011,NA,NA,Alumn,Connected,NA,NA,,61410,0,102,22,0,102,10000,10000,20000,10000,10000,Abingdon,IL,40.802633,-90.39766
"Thomas, Taurean",1968,NA,NA,Alumn,Not Connected,NA,500025,Math/Science Center,42202,179,63,0,274,0,10000,20000,10000,10000,20000,Adairville,KY,36.681441,-86.85365
"Ta, Aurora",1983,100000,Annual Fund Leadership,Alumn,Connected,NA,499923,Financial Aid,84327,240,37,162,171,73,20000,20000,10000,20000,20000,Newton,UT,41.867966,-111.99026
"Crockett, Phillip",1951,NA,NA,Alumn,Very Connected,NA,NA,,79108,0,17,51,0,94,10000,10000,20000,10000,10000,Amarillo,TX,35.296948,-101.78641
"Farr, Kelsea",1964,NA,NA,Alumn,Very Connected,NA,499429,Athletics,93619,0,0,0,0,0,10000,10000,10000,10000,10000,Clovis,CA,36.91,-119.58
"Ngo, Boan",1993,NA,NA,Alumn,Connected,NA,NA,,18622,459,333,481,378,393,20000,20000,20000,20000,20000,Huntington Mills,PA,41.2044,-76.27211
"Biby, Malachi",1994,NA,NA,Alumn,Somewhat Connected,NA,NA,,60290,76,254,192,73,262,20000,10000,20000,20000,20000,Chicago,IL,41.85,-87.65
"Behera, Phong",2007,NA,NA,Alumn,Modestly Connected,NA,NA,,53032,0,0,0,0,0,10000,10000,10000,10000,10000,Horicon,WI,43.446666,-88.62795
"Cardona Valadez, Karina",2001,NA,NA,Alumn,Not Connected,NA,NA,,90015,392,369,252,463,262,20000,20000,20000,20000,20000,Los Angeles,CA,34.038993,-118.26516
"Cervantes, Dyllan",1968,110000,Annual Fund Leadership,Alumn,Connected,"al-Aboud, Mahdeeya",500149,Professorship,13465,262,152,145,300,104,20000,20000,20000,20000,20000,Solsville,NY,42.954541,-75.616793
"Ho, Brittany",NA,110000,Cultivation,Parent,Somewhat Connected,NA,NA,,90015,528,281,285,543,200,20000,20000,20000,20000,20000,Los Angeles,CA,34.038993,-118.26516
"Lays, Alyssa",1963,100000,Annual Fund Leadership,Alumn,Very Connected,NA,499800,Unresistricted,99545,157,93,124,61,118,10000,20000,10000,10000,20000,Kongiganak,AK,60.78,-161.79
"Middleton, Rachelle",2014,100000,Not a Prospect,Alumn,Modestly Connected,"Barela, Audreana",NA,,30582,0,0,0,0,0,10000,10000,10000,10000,10000,Young Harris,GA,34.954638,-83.86484
"Kim, Arfa",2008,110000,Annual Fund Leadership,Alumn,Somewhat Connected,"Barela, Audreana",NA,,59323,782,284,416,788,209,20000,20000,20000,20000,20000,Colstrip,MT,45.915952,-106.65505
"Gerecht, Rachael",1997,110000,Cultivation,Alumn,Somewhat Connected,"al-Aboud, Mahdeeya",NA,,01614,220,391,354,190,411,20000,20000,20000,20000,20000,Worcester,MA,42.364807,-71.896868
"Osborne, Jacquelyn",1973,100000,Not a Prospect,Alumn,Somewhat Connected,NA,NA,,35181,346,269,442,263,361,20000,20000,20000,20000,20000,Watson,AL,33.544622,-86.929208
"Roberts, Matias",1952,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,91313,119,0,46,91,1,10000,20000,10000,10000,10000,Chatsworth,CA,33.786594,-118.298662
"Bang, Kennady",1990,110000,Solicitation,Alumn,Not Connected,NA,NA,,59314,263,389,318,281,364,20000,20000,20000,20000,20000,Biddle,MT,45.078881,-105.37586
"Archuleta, Sara",1979,110000,Stewardship,Alumn,Very Connected,"Barela, Audreana",500363,Athletics,94627,468,426,349,502,344,20000,20000,20000,20000,20000,Oakland,CA,37.680181,-121.921498
"Graham, Jasmine",NA,100000,Not a Prospect,Parent,Not Connected,NA,NA,,14203,0,0,0,0,0,10000,10000,10000,10000,10000,Buffalo,NY,42.880107,-78.8699
"Szeton, Tong",1959,100000,Annual Fund Leadership,Alumn,Not Connected,NA,NA,,71039,0,147,0,0,123,10000,10000,20000,10000,10000,Heflin,LA,32.429157,-93.29549
"Berg, Kayleigh",1971,100000,Annual Fund Leadership,Alumn,Very Connected,"Barela, Audreana",NA,,98338,0,26,0,0,61,10000,10000,20000,10000,10000,Graham,WA,47.028423,-122.291
"Chavez, Kevin",NA,100000,Not a Prospect,Parent,Connected,"Barela, Audreana",NA,,93023,814,350,733,594,487,20000,20000,20000,20000,20000,Ojai,CA,34.456957,-119.25307
"Figueroa-Garcia, Casandra",NA,100000,Annual Fund Leadership,Parent,Somewhat Connected,NA,NA,,18240,188,0,179,100,47,20000,10000,10000,20000,10000,Nesquehoning,PA,40.857175,-75.84811
"al-Halim, Amru",1980,100000,Not a Prospect,Alumn,Connected,NA,NA,,74868,200,0,120,0,0,10000,20000,10000,20000,10000,Seminole,OK,35.249655,-96.65915
"Aviado, Yuying",2009,110000,Stewardship,Alumn,Modestly Connected,NA,NA,,29846,0,224,12,44,147,10000,10000,20000,10000,10000,Sycamore,SC,33.047132,-81.22185
"Westfall, Nam",NA,100000,Not a Prospect,Parent,Somewhat Connected,NA,NA,,51564,135,350,323,105,391,20000,10000,20000,20000,20000,Pisgah,IA,41.816224,-95.90556
"Chen, Andrew",2000,110000,Assessment,Alumn,Connected,NA,NA,,63155,0,131,0,42,0,10000,20000,10000,10000,20000,Saint Louis,MO,38.6531,-90.243462
"Kumar, Phillip",1959,NA,NA,Alumn,Not Connected,NA,NA,,38704,35,0,57,0,0,20000,10000,10000,20000,10000,Greenville,MS,33.253401,-90.918503
"Ortiz, Chasen",1955,100000,Not a Prospect,Alumn,Somewhat Connected,NA,NA,,56516,39,0,0,33,0,10000,10000,10000,10000,10000,Bejou,MN,47.4514,-95.98766
"Schenally, Ruthie",1973,NA,NA,Alumn,Very Connected,NA,NA,,04222,427,385,495,371,438,20000,20000,20000,20000,20000,Durham,ME,43.972505,-70.12291
"Whaler, Antonio",2008,110000,Cultivation,Alumn,Very Connected,"el-Jaffer, Zaahira",500173,Athletics,78767,388,313,370,328,329,20000,20000,20000,20000,20000,Austin,TX,30.222007,-97.896285
"Krantz, Tanner",1966,NA,NA,Alumn,Not Connected,NA,NA,,18821,0,51,0,0,37,10000,10000,10000,10000,10000,Great Bend,PA,41.977241,-75.74391
"Rascon, Brenda",1963,100000,Not a Prospect,Alumn,Not Connected,NA,NA,,12306,62,224,201,40,256,20000,10000,20000,20000,10000,Schenectady,NY,42.793326,-73.98942
"Killingsworth, Connie",1958,100000,Stewardship,Alumn,Not Connected,NA,NA,,36361,0,0,0,0,0,10000,10000,10000,10000,10000,Ozark,AL,31.407872,-85.603458
"Barton, Nicholas",1960,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,37396,36,56,84,13,87,10000,10000,10000,10000,10000,Whiteside,TN,34.994156,-85.48755
"el-Abdallah, Sabaaha",1977,100000,Not a Prospect,Alumn,Somewhat Connected,NA,NA,,18509,7,182,184,0,238,20000,10000,20000,20000,10000,Scranton,PA,41.42818,-75.64726
"Nelson, Lekesha",1970,100000,Assessment,Alumn,Connected,NA,NA,,24605,4,0,38,1,19,10000,10000,10000,10000,10000,Bluefield,VA,37.222548,-81.3367
"Madrid, Jeffrey",1954,110000,Solicitation,Alumn,Somewhat Connected,"Barela, Audreana",NA,,60527,141,339,65,287,185,10000,20000,20000,10000,20000,Hinsdale,IL,41.839679,-88.088716
"Lehl, Mariah",1950,110000,Assessment,Alumn,Not Connected,"al-Aboud, Mahdeeya",NA,,31199,548,453,446,548,404,20000,20000,20000,20000,20000,Atlanta,GA,33.844371,-84.47405
"Garcia, Shelby",1992,100000,Not a Prospect,Alumn,Modestly Connected,"Barela, Audreana",NA,,13338,167,379,330,128,407,20000,10000,20000,20000,20000,Forestport,NY,43.506153,-75.07355
"Guevara, Jonathan",2012,100000,Not a Prospect,Alumn,Modestly Connected,NA,NA,,10461,0,0,0,0,8,10000,10000,10000,10000,10000,Bronx,NY,40.842917,-73.83819
"Jackson, Nyerre",1974,NA,NA,Alumn,Somewhat Connected,NA,499502,Athletics,84729,0,0,0,0,0,10000,10000,10000,10000,10000,Glendale,UT,37.351773,-112.61182
"Faulk, Kevin",1961,100000,Annual Fund Leadership,Alumn,Very Connected,NA,NA,,27626,0,0,0,0,0,10000,10000,10000,10000,10000,Raleigh,NC,35.797692,-78.625265
"Nakai, Ashley",2004,100000,Annual Fund Leadership,Alumn,Connected,NA,499752,Financial Aid,38029,0,0,0,0,0,10000,10000,10000,10000,10000,Ellendale,TN,35.201738,-89.971538
"el-Sultana, Ameena",2014,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,499429,Unresistricted,10514,0,0,0,0,0,10000,10000,10000,10000,10000,Chappaqua,NY,41.167455,-73.77597
"al-Dar, Dhaahir",1985,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,NA,,11714,159,136,173,119,160,20000,20000,20000,20000,20000,Bethpage,NY,40.740662,-73.48631
"Jordan, Autumn",1982,110000,Assessment,Alumn,Connected,NA,NA,,30582,113,42,71,117,41,10000,20000,10000,10000,10000,Young Harris,GA,34.954638,-83.86484
"Soole, Adam",1978,NA,NA,Alumn,Modestly Connected,NA,NA,,13502,0,0,0,0,0,10000,10000,10000,10000,10000,Utica,NY,43.114519,-75.22284
"Hicks, Amanuel",1968,100000,Assessment,Alumn,Somewhat Connected,"Barela, Audreana",500033,Financial Aid,77216,0,105,177,0,195,20000,10000,20000,20000,10000,Houston,TX,29.83399,-95.434241
"Moreno, Brandon",NA,NA,NA,Parent,Modestly Connected,NA,500300,Professorship,11214,339,309,244,397,237,20000,20000,20000,20000,20000,Brooklyn,NY,40.598994,-73.99611
"Goddard, Kyle",2007,110000,Cultivation,Alumn,Very Connected,"el-Jaffer, Zaahira",NA,,23104,306,40,48,342,0,10000,20000,10000,10000,20000,Gloucester Point,VA,37.298919,-76.530276
"Moore, Brian",1980,NA,NA,Alumn,Not Connected,NA,499983,Math/Science Center,04241,519,214,388,363,264,20000,20000,20000,20000,20000,Lewiston,ME,44.197009,-70.239485
"Jewett, Dwayne",1967,100000,Not a Prospect,Alumn,Somewhat Connected,NA,499806,Athletics,61811,0,0,0,0,0,10000,10000,10000,10000,10000,Alvin,IL,40.293159,-87.61401
"Reyes, Raul",1964,110000,Assessment,Alumn,Connected,"al-Aboud, Mahdeeya",NA,,20779,573,556,637,505,593,20000,20000,20000,20000,20000,Tracys Landing,MD,38.759196,-76.57076
"Rojo, Noah",1985,NA,NA,Alumn,Very Connected,NA,500098,Athletics,83014,36,238,168,50,244,20000,10000,20000,20000,10000,Wilson,WY,43.520413,-110.86418
"Burris, Todd",1969,NA,NA,Alumn,Modestly Connected,NA,NA,,56542,137,0,114,98,39,20000,10000,10000,20000,10000,Fosston,MN,47.571567,-95.73784
"Achziger, Michael",1972,100000,Not a Prospect,Alumn,Somewhat Connected,"Barela, Audreana",NA,,37995,0,4,91,0,66,20000,10000,20000,20000,10000,Knoxville,TN,35.990142,-83.96218
"Reyez, Ricardo",2007,100000,Annual Fund Leadership,Alumn,Not Connected,"Barela, Audreana",NA,,71120,55,0,0,40,0,10000,20000,10000,10000,10000,Shreveport,LA,32.607556,-93.75256
"Boyd, Samantha",1964,110000,Stewardship,Alumn,Very Connected,"al-Aboud, Mahdeeya",NA,,49443,421,297,345,352,298,20000,20000,20000,20000,20000,Muskegon,MI,43.295493,-86.468853
"Cunningham, Katherine",1953,NA,NA,Alumn,Not Connected,NA,499617,Professorship,15055,46,0,0,0,0,10000,10000,10000,10000,10000,Lawrence,PA,40.304019,-80.12246
"Alvarado Cardenas, Rayven",1975,110000,Assessment,Alumn,Somewhat Connected,"el-Jaffer, Zaahira",NA,,35181,2,603,99,224,396,20000,20000,20000,10000,20000,Watson,AL,33.544622,-86.929208
"el-Amini, Zufar",1975,NA,NA,Alumn,Not Connected,NA,NA,,08828,307,187,311,248,237,20000,20000,20000,20000,20000,Helmetta,NJ,40.37594,-74.41955
"Clark, Samantha",1979,100000,Cultivation,Alumn,Somewhat Connected,NA,499697,Math/Science Center,16502,0,0,0,0,0,10000,10000,10000,10000,10000,Erie,PA,42.110757,-80.10024
"Brehm, Camille",2010,100000,Stewardship,Alumn,Very Connected,NA,NA,,18826,286,154,435,177,307,20000,10000,20000,20000,10000,Kingsley,PA,41.738688,-75.72679
"Keyer, Olivet",1988,NA,NA,Alumn,Not Connected,NA,NA,,68028,11,0,0,0,0,10000,10000,10000,10000,10000,Gretna,NE,41.118694,-96.25535
"Harrison, Geoffrey",1958,NA,NA,Alumn,Connected,NA,NA,,49881,294,386,417,272,422,20000,20000,20000,20000,20000,Sagola,MI,46.085875,-87.99607
"Siers, Lorenzo",NA,NA,NA,Parent,Modestly Connected,NA,NA,,36790,0,0,40,0,0,20000,10000,10000,20000,10000,Stanton,AL,32.731866,-86.90004
"Fishburn, Isaiah",1991,100000,Not a Prospect,Alumn,Somewhat Connected,NA,499905,Financial Aid,83467,0,107,33,0,158,10000,10000,20000,10000,10000,Salmon,ID,45.101697,-113.90306
"Griggs, Cordero",1960,110000,Cultivation,Alumn,Not Connected,"al-Aboud, Mahdeeya",499870,Athletics,50055,170,0,0,161,0,10000,20000,10000,10000,20000,Collins,IA,41.880967,-93.29691
"Kuhn, Katherine",NA,110000,Cultivation,Parent,Very Connected,NA,NA,,90015,0,238,0,94,135,10000,10000,20000,10000,20000,Los Angeles,CA,34.038993,-118.26516
"Morgan, Christopher",NA,NA,NA,Parent,Modestly Connected,NA,NA,,79714,25,164,204,0,235,20000,10000,20000,20000,10000,Andrews,TX,32.345871,-102.56767
"Gurule, Chasity",2004,100000,Stewardship,Alumn,Modestly Connected,NA,NA,,10519,0,0,0,0,0,10000,10000,10000,10000,10000,Croton Falls,NY,41.34598,-73.66199
"Gross, Bailey",2012,NA,NA,Alumn,Modestly Connected,NA,NA,,51103,210,122,40,327,18,20000,20000,10000,10000,20000,Sioux City,IA,42.505387,-96.4293
"Mcdaniel, Deshauna",NA,100000,Annual Fund Leadership,Parent,Very Connected,NA,NA,,10519,99,290,303,84,346,20000,10000,20000,20000,10000,Croton Falls,NY,41.34598,-73.66199
"Briones, Andrea",1986,110000,Not a Prospect,Alumn,Somewhat Connected,NA,NA,,62922,592,429,334,611,306,20000,20000,20000,20000,20000,Creal Springs,IL,37.613705,-88.83922
"Gibson, Leanna",1954,NA,NA,Alumn,Modestly Connected,NA,499894,Athletics,13365,0,23,28,0,58,10000,10000,10000,10000,10000,Little Falls,NY,43.053176,-74.84685
"Franklin, Makala",1970,100000,Annual Fund Leadership,Alumn,Connected,NA,NA,,27626,0,0,0,0,0,10000,10000,10000,10000,10000,Raleigh,NC,35.797692,-78.625265
"al-Rahaman, Mundhir",1971,NA,NA,Alumn,Modestly Connected,NA,NA,,98833,51,0,169,0,44,20000,10000,10000,20000,10000,Mazama,WA,48.634796,-120.47681
"Alvarez, Omar",1978,110000,Assessment,Alumn,Somewhat Connected,"al-Aboud, Mahdeeya",NA,,28691,598,329,583,503,414,20000,20000,20000,20000,20000,Valle Crucis,NC,36.209158,-81.778871
"Apodaca, Aubrianna",2016,110000,Solicitation,Alumn,Somewhat Connected,NA,499743,Unresistricted,23104,422,0,37,329,0,10000,20000,10000,10000,20000,Gloucester Point,VA,37.298919,-76.530276
"Jimenez, Ashlynne",1956,NA,NA,Alumn,Somewhat Connected,NA,NA,,75479,150,278,361,91,369,20000,10000,20000,20000,10000,Savoy,TX,33.613097,-96.34474
"al-Ebrahim, Suhaib",1992,110000,Solicitation,Alumn,Very Connected,NA,NA,,59741,572,511,540,554,495,20000,20000,20000,20000,20000,Manhattan,MT,45.810687,-111.33138
"Thomas, Muse",1973,NA,NA,Alumn,Not Connected,NA,NA,,68028,115,364,103,188,250,10000,20000,20000,10000,20000,Gretna,NE,41.118694,-96.25535
"Huwa, Shania",NA,110000,Assessment,Parent,Modestly Connected,"al-Aboud, Mahdeeya",NA,,48232,0,154,65,6,144,20000,10000,20000,10000,10000,Detroit,MI,42.239933,-83.150823
"al-Shariff, Jumaima",1967,100000,Not a Prospect,Alumn,Not Connected,"Barela, Audreana",499826,Athletics,25882,8,0,0,0,0,10000,10000,10000,10000,10000,Mullens,WV,37.596209,-81.38193
"Willison, Keyshawn",1979,110000,Solicitation,Alumn,Modestly Connected,"el-Jaffer, Zaahira",500211,Math/Science Center,80864,104,251,148,174,207,20000,10000,20000,20000,20000,Yoder,CO,38.688075,-104.17321
"al-Hosein, Ihaab",1998,110000,Assessment,Alumn,Somewhat Connected,NA,NA,,68669,134,300,0,297,106,10000,20000,20000,10000,20000,Ulysses,NE,41.08293,-97.22235
"White, Connor",2016,NA,NA,Alumn,Somewhat Connected,NA,NA,,14726,37,235,0,231,27,10000,20000,10000,10000,20000,Conewango Valley,NY,42.251075,-79.03785
"Perkins, Ann",1982,NA,NA,Alumn,Modestly Connected,NA,NA,,39760,105,9,21,89,0,10000,20000,10000,10000,20000,Starkville,MS,33.459924,-88.832163
"Chu, Leslie",NA,110000,Cultivation,Parent,Modestly Connected,NA,500113,Athletics,32322,0,203,26,79,131,10000,10000,20000,10000,10000,Carrabelle,FL,29.912584,-84.6407
"el-Mohamad, Saahir",1951,NA,NA,Alumn,Somewhat Connected,NA,NA,,40505,191,87,128,178,85,20000,20000,10000,20000,20000,Lexington,KY,38.058477,-84.46109
"el-Asmar, Salmaan",2006,110000,Cultivation,Alumn,Very Connected,NA,500023,Math/Science Center,79092,0,82,0,66,0,10000,10000,10000,10000,10000,Vega,TX,35.209649,-102.42611
"Harrison, Austin",NA,100000,Cultivation,Parent,Very Connected,"Barela, Audreana",499902,Athletics,35089,0,0,0,0,0,10000,10000,10000,10000,10000,Kellyton,AL,32.941708,-86.06098
"el-Abraham, Hawraa",1982,NA,NA,Alumn,Modestly Connected,NA,NA,,19013,254,0,209,178,65,20000,20000,10000,20000,10000,Chester,PA,39.84697,-75.37444
"el-Masih, Aaqil",2004,100000,Annual Fund Leadership,Alumn,Very Connected,NA,NA,,95811,310,0,174,226,31,20000,20000,10000,20000,20000,Sacramento,CA,38.59,-121.49
"Sanchez, Jamie",NA,110000,Assessment,Parent,Very Connected,"el-Jaffer, Zaahira",500174,Residence Hall,44681,248,328,299,228,328,20000,20000,20000,20000,20000,Sugarcreek,OH,40.503332,-81.64879
"Martinez, Lorena",1957,NA,NA,Alumn,Somewhat Connected,NA,NA,,36790,0,305,0,0,240,10000,10000,20000,10000,10000,Stanton,AL,32.731866,-86.90004
"Vang, Valetty",1993,NA,NA,Alumn,Not Connected,NA,500432,Math/Science Center,52752,707,491,630,625,513,20000,20000,20000,20000,20000,Grandview,IA,41.277239,-91.18897
"Her, Harman",1954,100000,Annual Fund Leadership,Alumn,Somewhat Connected,NA,499680,Financial Aid,97403,84,0,218,0,71,20000,10000,10000,20000,10000,Eugene,OR,44.03858,-123.05562
"Fox, Tylor",1950,100000,Not a Prospect,Alumn,Modestly Connected,NA,NA,,05665,355,170,326,263,228,20000,20000,20000,20000,20000,North Hyde Park,VT,44.67307,-72.597057
"Maki, Katrina",1978,110000,Cultivation,Alumn,Somewhat Connected,"el-Jaffer, Zaahira",NA,,64442,120,231,126,183,178,20000,20000,20000,10000,20000,Eagleville,MO,40.481133,-93.99079
"Parker, Kortney",NA,100000,Cultivation,Parent,Not Connected,"Barela, Audreana",499338,Financial Aid,60174,0,0,0,0,0,10000,10000,10000,10000,10000,Saint Charles,IL,41.919808,-88.30498
"Gray, Daishavon",1996,100000,Annual Fund Leadership,Alumn,Very Connected,"Barela, Audreana",499651,Athletics,74332,0,0,0,0,0,10000,10000,10000,10000,10000,Big Cabin,OK,36.51509,-95.22924
"Valenciano-Poffenbarger, Josen",1998,100000,Not a Prospect,Alumn,Modestly Connected,NA,NA,,47990,311,192,357,198,279,20000,20000,20000,20000,20000,Waynetown,IN,40.071792,-87.06369
"Nunez, Sophia",1978,100000,Annual Fund Leadership,Alumn,Not Connected,NA,NA,,60536,186,41,145,133,77,20000,20000,10000,20000,20000,Millbrook,IL,41.598631,-88.55317
"el-Hamady, Fikriyya",1999,NA,NA,Alumn,Connected,NA,NA,,92586,56,0,0,105,0,10000,20000,10000,10000,20000,Sun City,CA,33.70602,-117.1974
"Peek, Joseph",NA,NA,NA,Parent,Somewhat Connected,NA,499722,Math/Science Center,95592,0,0,0,0,0,10000,10000,10000,10000,10000,Vallejo,CA,38.098737,-122.271251
"Roybal, Jacob",1988,100000,Not a Prospect,Alumn,Connected,NA,NA,,43147,0,0,0,0,0,10000,10000,10000,10000,10000,Pickerington,OH,39.904288,-82.756
"Barnes, Stephan",1954,110000,Assessment,Alumn,Somewhat Connected,"al-Aboud, Mahdeeya",NA,,59824,316,613,314,391,477,20000,20000,20000,20000,20000,Charlo,MT,47.425832,-114.17894
"Gill, Antonio",2001,100000,Annual Fund Leadership,Alumn,Very Connected,NA,499870,Residence Hall,94088,175,0,47,137,0,10000,20000,10000,20000,10000,Sunnyvale,CA,37.189396,-121.705327
"Rodelas-Chavira, Justin",1970,NA,NA,Alumn,Not Connected,NA,NA,,75449,0,0,0,0,0,10000,10000,10000,10000,10000,Ladonia,TX,33.427504,-95.95578
"Swiney, Matthew",1997,100000,Annual Fund Leadership,Alumn,Somewhat Connected,"Barela, Audreana",499917,Unresistricted,17066,120,26,198,30,127,20000,10000,10000,20000,10000,Mount Union,PA,40.373421,-77.8739
